time_start,time_end,model,launch_place,target,target_main,launched,destroyed,not_reach_goal,still_attacking,border_crossing,is_shahed,num_hit_location,num_fall_fragment_location,carrier,turbojet,turbojet_destroyed,affected region,destroyed_details,launched_details,launch_place_details
2024-05-30,2024-05-30 8:00,Reconnaissance UAV,,Kharkiv oblast,,1,1,,,{},,,,,,,,,,
2024-05-30,2024-05-30 8:00,C-300/C-400,,Kharkiv oblast,,8,0,,,{},,,,,,,,,,
2024-05-30,2024-05-30,Supercam,,Kherson oblast,,1,1,,,{},,,,,,,,,,
2024-05-30,2024-05-30,Lancet,,Mykolaiv oblast,,1,1,,,{},,,,,,,,,,
2024-05-29,2024-05-29 8:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,,13,13,,,{},,,,,,,,"{'Mykolaiv oblast': 11, 'Kirovohrad oblast': 1, 'Rivne oblast': 1}",,
2024-05-29,2024-05-29,Iskander-M,,Odesa oblast,,1,0,,,{},,,,,,,,,,
2024-05-28,2024-05-28 8:00,Supercam,,Kharkiv oblast,,1,1,,,{},,,,,,,,,,
2024-05-28,2024-05-28 8:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,,5,5,,,{},,,,,,,,"{'Dnipropetrovsk oblast': 2, 'Zaporizhzhia oblast': 2, 'Cherkasy oblast': 1}",,
2024-05-28,2024-05-28,ZALA,,Kherson oblast,,2,2,,,{},,,,,,,,,,
2024-05-28,2024-05-28,Supercam,,Kherson oblast,,1,1,,,{},,,,,,,,,,
2024-05-28,2024-05-28,Iskander-M,,Odesa oblast,,1,0,,,{},,,,,,,,,,
2024-05-26,2024-05-26 8:00,X-47 Kinzhal,Tambov oblast,Ukraine,,2,0,,,{},,,,MiG-31K,,,,,,
2024-05-26,2024-05-26 8:00,X-101/X-555,Saratov oblast,Ukraine,,12,12,,,{},,,,Tu-95MS,,,,,,
2024-05-26,2024-05-26 8:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Yeysk",Ukraine,,31,31,,,{},,,,,,,,"{'Odesa oblast': 1, 'Mykolaiv oblast': 3, 'Dnipropetrovsk oblast': 12,     'Zaporizhzhia oblast': 3, 'Poltava oblast': 2, 'Kirovohrad oblast': NaN, 'Chernihiv oblast': NaN,     'Vinnytsia oblast': NaN, 'Khmelnytskyi oblast': NaN}",,
2024-05-23,2024-05-23,Orlan-10,,Kherson oblast,,1,1,,,{},,,,,,,,,,
2024-05-22 22:55,2024-05-22 22:55,X-59/X-69,,"Dnipropetrovsk oblast, Synelnykove Raion",,1,1,,,{},,,,,,,,,,
2024-05-22,2024-05-22 8:00,ZALA,,Zaporizhzhia oblast,,1,1,,,{},,,,,,,,,,
2024-05-22,2024-05-22 8:00,X-59/X-69,,Zaporizhzhia oblast,,1,1,,,{},,,,,,,,,,
2024-05-22,2024-05-22 8:00,Shahed-136/131,Primorsko-Akhtarsk and Crimea and Kursk oblast,Ukraine,,24,24,,,{},,,,,,,,"{'Odesa oblast': 2, 'Mykolaiv oblast': 10, 'Kherson oblast': 1,     'Dnipropetrovsk oblast': 3, 'Zaporizhzhia oblast': 1, 'Donetsk oblast': 1, 'Sumy oblast': NaN}",,
2024-05-22,2024-05-22 8:00,Orlan-10,,"Dnipropetrovsk oblast, Kamianske Raion",,1,1,,,{},,,,,,,,,,
2024-05-22,2024-05-22,Orlan-10,,Odesa oblast,,1,1,,,{},,,,,,,,,,
2024-05-21,2024-05-21 8:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast",Ukraine,,29,28,,,{},,,,,,,,"{'Odesa oblast': 14, 'Kherson oblast': 3, 'Mykolaiv oblast': 1,     'Dnipropetrovsk oblast': 2, 'Kharkiv oblast': 5, 'Kirovohrad oblast': NaN, 'Cherkasy oblast': NaN}",,
2024-05-20 11:00,2024-05-20 11:00,X-59/X-69,,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,1,1,,,{},,,,,,,,,,
2024-05-20,2024-05-20 8:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast,Ukraine,,29,29,,,{},,,,,,,,"{'Odesa oblast': 16, 'Mykolaiv oblast': 1, 'Poltava oblast': 9, 'Lviv oblast': 3}",,
2024-05-20,2024-05-20 8:00,Orlan-10,,Odesa oblast,,2,2,,,{},,,,,,,,,,
2024-05-20,2024-05-20 8:00,Iskander-M,,Kharkiv oblast,,1,0,,,{},,,,,,,,,,
2024-05-20,2024-05-20 8:00,Iskander-M,,Odesa oblast,,1,0,,,{},,,,,,,,,,
2024-05-20,2024-05-20,Supercam,,Kherson oblast,,1,1,,,{},,,,,,,,,,
2024-05-20,2024-05-20,Orlan-10,,Odesa oblast,,1,1,,,{},,,,,,,,,,
2024-05-20,2024-05-20,Lancet,,Kherson oblast,,1,1,,,{},,,,,,,,,,
2024-05-19 18:00,2024-05-19 18:00,X-59/X-69,,"Dnipropetrovsk oblast, Novomoskovsk Raion",,1,1,,,{},,,,,,,,,,
2024-05-19,2024-05-19 8:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast,Ukraine,,37,37,,,{},,,,,,,,"{'Odesa oblast': 20, 'Mykolaiv oblast': 1, 'Kherson oblast': 1, 'Kyiv oblast': NaN,     'Sumy oblast': NaN, 'Vinnytsia oblast': NaN, 'Cherkasy oblast': NaN, 'Zhytomyr oblast': NaN}",,
2024-05-19,2024-05-19 8:00,Orlan-10,,Odesa oblast,,1,1,,,{},,,,,,,,,,
2024-05-18 16:00,2024-05-18 16:00,X-59/X-69,,Dnipropetrovsk oblast,,1,1,,,{},,,,,,,,,,
2024-05-18 16:00,2024-05-18 16:00,Supercam,,Dnipropetrovsk oblast,,1,1,,,{},,,,,,,,,,
2024-05-18 16:00,2024-05-18 16:00,Shahed-136/131,,Dnipropetrovsk oblast,,1,1,,,{},,,,,,,,,,
2024-05-18,2024-05-18 8:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast,Ukraine,,13,13,,,{},,,,,,,,"{'Mykolaiv oblast': 1, 'Kharkiv oblast': 5, 'Poltava oblast': 1,     'Dnipropetrovsk oblast': 1, 'Vinnytsia oblast': NaN}",,
2024-05-18,2024-05-18 8:00,Orlan-10,,Odesa oblast,,1,1,,,{},,,,,,,,,,
2024-05-18 6:00,2024-05-18 6:00,Iskander-M,,Odesa oblast,,1,0,,,{},,,,,,,,,,
2024-05-18,2024-05-18,Supercam,,Kherson oblast,,2,2,,,{},,,,,,,,,,
2024-05-17,2024-05-17 8:00,Supercam,,Mykolaiv oblast,,1,1,,,{},,,,,,,,,,
2024-05-17,2024-05-17 8:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast,Ukraine,,20,20,,,{},,,,,,,,"{'Odesa oblast': 1, 'Mykolaiv oblast': 1, 'Kharkiv oblast': 15,     'Poltava oblast': 3, 'Vinnytsia oblast': NaN}",,
2024-05-17,2024-05-17 8:00,Orlan-10,,Mykolaiv oblast,,1,1,,,{},,,,,,,,,,
2024-05-17,2024-05-17,ZALA,,Kherson oblast,,2,2,,,{},,,,,,,,,,
2024-05-17,2024-05-17,X-59/X-69,,Odesa oblast,,3,3,,,{},,,,,,,,,,
2024-05-17,2024-05-17,Unknown UAV,,Kherson oblast,,1,1,,,{},,,,,,,,,,
2024-05-17,2024-05-17,Unknown UAV,,Kirovohrad oblast,,1,1,,,{},,,,,,,,,,
2024-05-17,2024-05-17,Lancet,,Kherson oblast,,1,1,,,{},,,,,,,,,,
2024-05-17,2024-05-17,Iskander-M,,Odesa oblast,,3,0,,,{},,,,,,,,,,
2024-05-16,2024-05-16,Unknown UAV,,Kherson oblast,,1,1,,,{},,,,,,,,,,
2024-05-16,2024-05-16,Lancet,,Dnipropetrovsk oblast,,1,1,,,{},,,,,,,,,,
2024-05-15 13:30,2024-05-15 13:30,X-59/X-69,,Dnipro,,1,1,,,{},,,,,,,,,,
2024-05-15,2024-05-15 8:00,ZALA,,Kharkiv oblast,,1,1,,,{},,,,,,,,,,
2024-05-15,2024-05-15 8:00,Supercam,,Kharkiv oblast,,1,1,,,{},,,,,,,,,,
2024-05-15,2024-05-15 8:00,Orlan-10,,Kharkiv oblast,,1,1,,,{},,,,,,,,,,
2024-05-15,2024-05-15,ZALA,,Kherson oblast,,1,1,,,{},,,,,,,,,,
2024-05-15,2024-05-15,Supercam,,Kherson oblast,,1,1,,,{},,,,,,,,,,
2024-05-14,2024-05-14 8:00,Shahed-136/131,"Chauda, Crimea",Ukraine,,18,18,,,{},,,,,,,,"{'Kherson oblast': 2, 'Donetsk oblast': 1, 'Dnipropetrovsk oblast': 4,     'Zaporizhzhia oblast': 2, 'Kyiv oblast': NaN, 'Cherkasy oblast': NaN, 'Kirovohrad oblast': NaN,     'Khmelnytskyi oblast': NaN}",,
2024-05-14,2024-05-14 8:00,Iskander-M,Crimea,Ukraine,,1,0,,,{},,,,,,,,,,
2024-05-13,2024-05-13,Orlan-10,,Mykolaiv oblast,,1,1,,,{},,,,,,,,,,
2024-05-12 19:00,2024-05-12 19:00,Unknown UAV,,Kharkiv oblast,,1,1,,,{},,,,,,,,,,
2024-05-12 12:00,2024-05-12 12:00,Orlan-10,,Kharkiv oblast,,1,1,,,{},,,,,,,,,,
2024-05-12,2024-05-12,Orlan-10,,Odesa oblast,,1,1,,,{},,,,,,,,,,
2024-05-12,2024-05-12,Lancet,,Kherson oblast,,1,1,,,{},,,,,,,,,,
2024-05-11 17:00,2024-05-11 17:00,X-59/X-69,,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,1,1,,,{},,,,,,,,,,
2024-05-11,2024-05-11,ZALA,,Kherson oblast,,4,4,,,{},,,,,,,,,,
2024-05-11,2024-05-11,Orlan-10,,Mykolaiv oblast,,1,1,,,{},,,,,,,,,,
2024-05-10 17:00,2024-05-10 17:00,X-59/X-69,,"Dnipropetrovsk oblast, Dnipro Raion",,1,1,,,{},,,,,,,,,,
2024-05-10,2024-05-10 8:00,Shahed-136/131,Crimea,south,,10,10,,,{},,,,,,,,"{'Odesa oblast': 1, 'Kherson oblast': 1, 'Mykolaiv oblast': 8}",,
2024-05-10,2024-05-10 8:00,C-300/C-400,Belgorod oblast,Kharkiv oblast,,2,0,,,{},,,,,,,,,,
2024-05-10,2024-05-10,ZALA,,Kherson oblast,,1,1,,,{},,,,,,,,,,
2024-05-10,2024-05-10,Supercam,,Kherson oblast,,1,1,,,{},,,,,,,,,,
2024-05-10,2024-05-10,Lancet,,Kherson oblast,,1,1,,,{},,,,,,,,,,
2024-05-09,2024-05-09 8:00,Shahed-136/131,"Chauda, Crimea",Odesa oblast,,20,17,,,{},,,,,,,,,,
2024-05-09,2024-05-09,ZALA,,Kherson oblast,,2,2,,,{},,,,,,,,,,
2024-05-09,2024-05-09,Supercam,,Kherson oblast,,3,3,,,{},,,,,,,,,,
2024-05-08 18:00,2024-05-08 18:00,X-59/X-69,,"Dnipropetrovsk oblast, Dnipro Raion",,1,1,,,{},,,,,,,,,,
2024-05-08 14:00,2024-05-08 14:00,Orlan-10,,Kharkiv oblast,,1,1,,,{},,,,,,,,,,
2024-05-08,2024-05-08 8:00,X-59/X-69,Zaporizhzhia oblast,Dnipropetrovsk oblast,,2,2,,,{},,,,,,,,,,
2024-05-08,2024-05-08 8:00,X-47 Kinzhal,Tambov oblast,Ukraine,,1,0,,,{},,,,MiG-31K,,,,,,
2024-05-08,2024-05-08 8:00,X-101/X-555,Saratov oblast,Ukraine,,45,33,,,{},,,,Tu-95MS,,,,,,
2024-05-08,2024-05-08 8:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast,Ukraine,,21,20,,,{},,,,,,,,,,
2024-05-08,2024-05-08 8:00,Kalibr,Black Sea,south,,4,4,,,{},,,,Navy,,,,,,
2024-05-08,2024-05-08 8:00,Iskander-M,Crimea,Ukraine,,2,0,,,{},,,,,,,,,,
2024-05-08,2024-05-08 8:00,Iskander-K,Crimea,Ukraine,,1,0,,,{},,,,,,,,,,
2024-05-07 14:00,2024-05-07 14:00,X-59/X-69,,Odesa oblast,,2,2,,,{},,,,,,,,,,
2024-05-06 13:00,2024-05-06 13:00,X-59/X-69,,"Dnipropetrovsk oblast, Synelnykove Raion",,1,1,,,{},,,,,,,,,,
2024-05-06,2024-05-06,Unknown UAV,,Kherson oblast,,1,1,,,{},,,,,,,,,,
2024-05-06,2024-05-06,Shahed-136/131,Kursk oblast,Sumy oblast,,13,12,,,{},,,,,,,,,,
2024-05-06,2024-05-06,Reconnaissance UAV,,Kherson oblast,,1,1,,,{},,,,,,,,,,
2024-05-06,2024-05-06,Lancet,,Mykolaiv oblast,,3,3,,,{},,,,,,,,,,
2024-05-05 13:00,2024-05-05 13:00,ZALA,,Zaporizhzhia oblast,,1,1,,,{},,,,,,,,,,
2024-05-05,2024-05-05,Shahed-136/131,"Chauda, Crimea and Kursk oblast",east,,23,23,,,{},,,,,,,,"{'Kharkiv oblast': 10, 'Dnipropetrovsk oblast': 12}",,
2024-05-05,2024-05-05,Orlan-10,,Zaporizhzhia oblast,,1,1,,,{},,,,,,,,,,
2024-05-04 16:15,2024-05-04 16:15,X-59/X-69,,"Dnipropetrovsk oblast, Dnipro Raion",,1,1,,,{},,,,,,,,,,
2024-05-04,2024-05-04,Shahed-136/131,,Kharkiv oblast and Dnipropetrovsk oblast,,13,13,,,{},,,,,,,,,,
2024-05-04,2024-05-04,C-300,Belgorod oblast,east,,4,0,,,{},,,,,,,,,,
2024-05-03 23:00,2024-05-03 23:00,Supercam,,Kharkiv oblast,,1,1,,,{},,,,,,,,,,
2024-05-03 17:00,2024-05-03 17:00,Supercam,,Kharkiv oblast,,1,1,,,{},,,,,,,,,,
2024-05-03 12:00,2024-05-03 12:00,Reconnaissance UAV,,Zaporizhzhia oblast,,1,1,,,{},,,,,,,,,,
2024-05-03,2024-05-03 8:00,Supercam,,Kherson oblast,,1,1,,,{},,,,,,,,,,
2024-05-03,2024-05-03,ZALA,,Mykolaiv oblast,,1,1,,,{},,,,,,,,,,
2024-05-03,2024-05-03,Supercam,,Kherson oblast,,1,1,,,{},,,,,,,,,,
2024-05-02,2024-05-02,Orlan-10,,Mykolaiv oblast,,1,1,,,{},,,,,,,,,,
2024-05-01,2024-05-01,X-59/X-69,,Odesa oblast,,1,1,,,{},,,,,,,,,,
2024-05-01,2024-05-01,Shahed-136/131,,Odesa oblast,,2,2,,,{},,,,,,,,,,
2024-05-01,2024-05-01,Orlan-10,,Odesa oblast,,1,1,,,{},,,,,,,,,,
2024-04-30,2024-04-30 8:00,Orlan-10,,Odesa oblast,,2,2,,,{},,,,,,,,,,
2024-04-28,2024-04-28 8:00,Unknown UAV,Kherson oblast,Mykolaiv oblast,,5,1,,,{},,,,,,,,,,
2024-04-28,2024-04-28 8:00,Shahed-136/131,"Chauda, Crimea",Ukraine,,4,4,,,{},,,,,,,,"{'Kyiv oblast': 1, 'Vinnytsia oblast': 1, 'Khmelnytskyi oblast': 1,     'Kirovohrad oblast': 1}",,
2024-04-28,2024-04-28 8:00,Reconnaissance UAV,,"Dnipropetrovsk oblast, Dnipro Raion",,2,2,,,{},,,,,,,,,,
2024-04-28,2024-04-28 8:00,C-300,Belgorod oblast,east,,1,0,,,{},,,,,,,,,,
2024-04-27 17:00,2024-04-27 17:00,Orlan-10,,"Dnipropetrovsk oblast, Dnipro Raion",,1,1,,,{},,,,,,,,,,
2024-04-27,2024-04-27 8:00,X-59/X-69,Belgorod oblast and Sea of Azov,Ukraine,,9,8,,,{},,,,,,,,,,
2024-04-27,2024-04-27 8:00,X-47 Kinzhal,Ryazan oblast and Tambov oblast,Ukraine,,4,0,,,{},,,,MiG-31K,,,,,,
2024-04-27,2024-04-27 8:00,X-101/X-555,Saratov oblast,Ukraine,,9,6,,,{},,,,Tu-95MS,,,,,,
2024-04-27,2024-04-27 8:00,Kalibr,Black Sea,Ukraine,,8,6,,,{},,,,Navy,,,,"{'Mykolaiv oblast': 3, 'Dnipropetrovsk oblast': 2}",,
2024-04-27,2024-04-27 8:00,Iskander-K,Crimea,Ukraine,,2,1,,,{},,,,,,,,,,
2024-04-27,2024-04-27 8:00,C-300,Belgorod oblast,Ukraine,,2,0,,,{},,,,,,,,,,
2024-04-27,2024-04-27,ZALA,,Odesa oblast,,1,1,,,{},,,,,,,,,,
2024-04-27,2024-04-27,Orlan-10,,Odesa oblast,,1,1,,,{},,,,,,,,,,
2024-04-27,2024-04-27,Orlan-10,,Kherson oblast,,1,1,,,{},,,,,,,,,,
2024-04-27,2024-04-27,Lancet,,Odesa oblast,,1,1,,,{},,,,,,,,,,
2024-04-26,2024-04-26 8:00,Orlan-10,,Kherson oblast,,1,1,,,{},,,,,,,,,,
2024-04-26,2024-04-26,Supercam,,Kherson oblast,,1,1,,,{},,,,,,,,,,
2024-04-25 13:00,2024-04-25 13:00,Unknown Missile,,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,1,1,,,{},,,,,,,,,,
2024-04-25 8:00,2024-04-25 8:00,ZALA,,Odesa oblast,,1,1,,,{},,,,,,,,,,
2024-04-25,2024-04-25,ZALA,,Odesa oblast,,1,1,,,{},,,,,,,,,,
2024-04-24 17:00,2024-04-24 17:00,X-59,,"Dnipropetrovsk oblast, Synelnykove Raion",,1,1,,,{},,,,,,,,,,
2024-04-24,2024-04-24,Lancet,,Kherson oblast,,2,2,,,{},,,,,,,,,,
2024-04-23 22:25,2024-04-23 22:25,Unknown UAV,,"Dnipropetrovsk oblast, Dnipro Raion",,1,1,,,{},,,,,,,,,,
2024-04-23 20:00,2024-04-23 20:00,Orlan-10,,"Dnipropetrovsk oblast, Dnipro Raion",,1,1,,,{},,,,,,,,,,
2024-04-23 12:00,2024-04-23 12:00,Orlan-10,,"Dnipropetrovsk oblast, Synelnykove Raion",,1,1,,,{},,,,,,,,,,
2024-04-23,2024-04-23 8:00,Shahed-136/131,"Chauda, Crimea and Kursk oblast",Ukraine,,16,15,,,{},,,,,,,,"{'Mykolaiv oblast': 4, 'Odesa oblast': 7, 'Kyiv oblast': NaN, 'Cherkasy oblast': NaN}",,
2024-04-23,2024-04-23 8:00,Iskander-M,Belgorod oblast,east,,2,0,,,{},,,,,,,,,,
2024-04-22 10:00,2024-04-22 10:00,Orlan-10,,"Dnipropetrovsk oblast, Dnipro Raion",,1,1,,,{},,,,,,,,,,
2024-04-22,2024-04-22 8:00,Shahed-136/131,"Chauda, Crimea",Odesa oblast,,7,5,,,{},,,,,,,,,,
2024-04-22,2024-04-22 8:00,C-300/C-400,Donetsk oblast,east,,3,0,,,{},,,,,,,,,,
2024-04-22 7:00,2024-04-22 7:00,Orlan-10,,Odesa oblast,,1,1,,,{},,,,,,,,,,
2024-04-20 19:00,2024-04-20 19:00,ZALA,,Kharkiv oblast,,1,1,,,{},,,,,,,,,,
2024-04-20 12:00,2024-04-20 12:00,Supercam,,Zaporizhzhia oblast,,1,1,,,{},,,,,,,,,,
2024-04-20 9:00,2024-04-20 9:00,Supercam,,"Dnipropetrovsk oblast, Synelnykove Raion",,1,1,,,{},,,,,,,,,,
2024-04-20,2024-04-20 8:00,X-59/X-69,Black Sea,Odesa oblast,,2,2,,,{},,,,,,,,,,
2024-04-20,2024-04-20 8:00,Supercam,,Dnipropetrovsk oblast,,1,1,,,{},,,,,,,,,,
2024-04-20,2024-04-20 8:00,Orlan-10,,Odesa oblast,,1,1,,,{},,,,,,,,,,
2024-04-20,2024-04-20 8:00,Orlan-10,,Mykolaiv oblast,,1,1,,,{},,,,,,,,,,
2024-04-20,2024-04-20 8:00,Iskander-M,,Ukraine,,3,0,,,{},,,,,,,,,,
2024-04-20,2024-04-20 8:00,C-300/C-400,Belgorod oblast,Ukraine,,2,0,,,{},,,,,,,,,,
2024-04-20 7:00,2024-04-20 7:00,Supercam,,Zaporizhzhia oblast,,1,1,,,{},,,,,,,,,,
2024-04-20 5:00,2024-04-20 5:00,X-59,,"Dnipropetrovsk oblast, Novomoskovsk Raion",,1,1,,,{},,,,,,,,,,
2024-04-20,2024-04-20,X-59/X-69,,Odesa oblast,,3,3,,,{},,,,,,,,,,
2024-04-19 16:30,2024-04-19 16:30,X-59,,"Dnipropetrovsk oblast, Dnipro Raion",,1,1,,,{},,,,,,,,,,
2024-04-19,2024-04-19 8:00,X-59/X-69,Kursk oblast and Sea of Azov,Ukraine,,12,11,,,{},,,,,,,,,,
2024-04-19,2024-04-19 8:00,X-22,Black Sea and Sea of Azov,Ukraine,,6,2,,,{},,,,Tu-22M3,,,,,,
2024-04-19,2024-04-19 8:00,X-101/X-555,Ryazan oblast,Ukraine,,2,2,,,{},,,,Tu-95MS,,,,,,
2024-04-19,2024-04-19 8:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast,Ukraine,,14,14,,,{},,,,,,,,"{'Odesa oblast': 3, 'Dnipropetrovsk oblast': 9, 'Kharkiv oblast': 2}",,
2024-04-19,2024-04-19 8:00,Iskander-M,Crimea,Ukraine,,2,0,,,{},,,,,,,,,,
2024-04-19,2024-04-19,Orlan-10,,Odesa oblast,,4,4,,,{},,,,,,,,,,
2024-04-18,2024-04-18 8:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea",Ukraine,,13,13,,,{},,,,,,,,"{'Kherson oblast': 1, 'Dnipropetrovsk oblast': 1, 'Poltava oblast': 2,     'Vinnytsia oblast': NaN, 'Khmelnytskyi oblast': NaN, 'Ternopil oblast': NaN, 'Ivano-Frankivsk oblast': NaN}",,
2024-04-17 13:00,2024-04-17 13:00,Supercam,,"Dnipropetrovsk oblast, Pavlohrad Raion",,1,1,,,{},,,,,,,,,,
2024-04-16,2024-04-16 8:00,Shahed-136/131,"Chauda, Crimea",Kharkiv oblast,,9,9,,,{},,,,,,,,"{'Mykolaiv oblast': 1, 'Kherson oblast': 2,     'Dnipropetrovsk oblast': 1, 'Poltava oblast': 1, 'Cherkasy oblast': NaN, 'Khmelnytskyi oblast': NaN}",,
2024-04-14 17:50,2024-04-14 17:50,Unknown Missile,,"Dnipropetrovsk oblast, Dnipro Raion",,1,1,,,{},,,,,,,,,,
2024-04-14 17:30,2024-04-14 17:30,X-59,,"Odesa oblast, Black Sea",,2,2,,,{},,,,,,,,,,
2024-04-14,2024-04-14 8:00,Shahed-136/131,Kursk oblast,Kharkiv oblast,,10,10,,,{},,,,,,,,,,
2024-04-14,2024-04-14 8:00,C-300/C-400,Donetsk oblast,east,,4,0,,,{},,,,,,,,,,
2024-04-13,2024-04-13,X-59,,Mykolaiv oblast,,1,1,,,{},,,,,,,,,,
2024-04-12 20:30,2024-04-12 20:30,X-59,,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,1,1,,,{},,,,,,,,,,
2024-04-12 18:30,2024-04-12 18:30,Reconnaissance UAV,,Kharkiv oblast,,2,2,,,{},,,,,,,,,,
2024-04-12,2024-04-12 8:00,ZALA,,Zaporizhzhia oblast,,1,1,,,{},,,,,,,,,,
2024-04-12,2024-04-12 8:00,X-59,,Donetsk oblast,,1,0,,,{},,,,,,,,,,
2024-04-12,2024-04-12 8:00,Shahed-136/131,"Chauda, Crimea",Ukraine,,17,16,,,{},,,,,,,,"{'Odesa oblast': 1, 'Mykolaiv oblast': 1, 'Kherson oblast': 1,     'Dnipropetrovsk oblast': 4, 'Vinnytsia oblast': NaN, 'Khmelnytskyi oblast': NaN}",,
2024-04-11 19:00,2024-04-11 19:00,Supercam,,Zaporizhzhia oblast,,1,1,,,{},,,,,,,,,,
2024-04-11 19:00,2024-04-11 19:00,Supercam,,Kharkiv oblast,,1,1,,,{},,,,,,,,,,
2024-04-11,2024-04-11 8:00,X-59,Zaporizhzhia oblast,Zaporizhzhia oblast,,4,2,,,{},,,,,,,,,,
2024-04-11,2024-04-11 8:00,X-47 Kinzhal,Tambov oblast,Lviv oblast,,6,0,,,{},,,,MiG-31K,,,,,,
2024-04-11,2024-04-11 8:00,X-101/X-555,Saratov oblast,Ukraine,,20,16,,,{},,,,Tu-95MS,,,,,,
2024-04-11,2024-04-11 8:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea",Ukraine,,40,39,,,{},,,,,,,,"{'Odesa oblast': 7, 'Mykolaiv oblast': 8, 'Kherson oblast': 3, 'Lviv oblast': 7}",,
2024-04-11,2024-04-11 8:00,C-300,Belgorod oblast,east,,12,0,,,{},,,,,,,,,,
2024-04-11 5:00,2024-04-11 5:00,ZALA,,Zaporizhzhia oblast,,1,1,,,{},,,,,,,,,,
2024-04-10 20:00,2024-04-10 20:00,ZALA,,Zaporizhzhia oblast,,1,1,,,{},,,,,,,,,,
2024-04-10 17:00,2024-04-10 17:00,X-59,,Zaporizhzhia oblast,,1,1,,,{},,,,,,,,,,
2024-04-10 10:00,2024-04-10 10:00,Reconnaissance UAV,,"Dnipropetrovsk oblast, Dnipro Raion",,1,1,,,{},,,,,,,,,,
2024-04-10,2024-04-10 8:00,Shahed-136/131,"Chauda, Crimea",south,,17,14,,,{},,,,,,,,"{'Odesa oblast': 2, 'Mykolaiv oblast': 12}",,
2024-04-10,2024-04-10 8:00,Iskander-M,Crimea,south,,1,0,,,{},,,,,,,,,,
2024-04-10,2024-04-10 8:00,Iskander-K,Crimea,south,,2,0,,,{},,,,,,,,,,
2024-04-10,2024-04-10,Orlan-10,,Odesa oblast,,2,2,,,{},,,,,,,,,,
2024-04-10,2024-04-10,Merlin-VR,,Odesa oblast,,2,2,,,{},,,,,,,,,,
2024-04-09 20:00,2024-04-09 20:00,X-59,,Odesa oblast,,2,0,,,{},,,,,,,,,,
2024-04-09 12:00,2024-04-09 12:00,Orlan-10,,south,,1,1,,,{},,,,,,,,,,
2024-04-09,2024-04-09 8:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea",Ukraine,,20,20,,,{},,,,,,,,"{'Odesa oblast': 1, 'Mykolaiv oblast': 2, 'Kherson oblast': 2,     'Poltava oblast': 2, 'Dnipropetrovsk oblast': 5, 'Lviv oblast': NaN, 'Vinnytsia oblast': NaN}",,
2024-04-09,2024-04-09 8:00,C-300,Donetsk oblast,east,,4,0,,,{},,,,,,,,,,
2024-04-08,2024-04-08 8:00,X-59,Zaporizhzhia oblast,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,1,1,,,{},,,,,,,,,,
2024-04-08,2024-04-08 8:00,Shahed-136/131,"Chauda, Crimea and Kursk oblast",Ukraine,,24,17,,,{},,,,,,,,"{'Odesa oblast': 4, 'Mykolaiv oblast': 2, 'Kirovohrad oblast': 1,     'Khmelnytskyi oblast': NaN, 'Zhytomyr oblast': NaN}",,
2024-04-08,2024-04-08,Orlan-10,,"Odesa oblast, Black Sea",,2,2,,,{},,,,,,,,,,
2024-04-07 11:00,2024-04-07 11:00,Unknown UAV,,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,1,1,,,{},,,,,,,,,,
2024-04-07,2024-04-07 8:00,X-31,Luhansk oblast,east,,1,0,,,{},,,,,,,,,,
2024-04-07,2024-04-07 8:00,Shahed-136/131,"Chauda, Crimea",Ukraine,,17,17,,,{},,,,,,,,"{'Kharkiv oblast': NaN, 'Poltava oblast': NaN, 'Dnipropetrovsk oblast': NaN}",,
2024-04-07,2024-04-07 8:00,Iskander-M,Crimea,south,,1,0,,,{},,,,,,,,,,
2024-04-07,2024-04-07,Supercam,,"Odesa oblast, Black Sea",,1,1,,,{},,,,,,,,,,
2024-04-07,2024-04-07,Orlan-10,,"Odesa oblast, Black Sea",,1,1,,,{},,,,,,,,,,
2024-04-06 12:00,2024-04-06 12:00,Orlan-10,,"Odesa oblast, Black Sea",,2,2,,,{},,,,,,,,,,
2024-04-06,2024-04-06 8:00,X-101/X-555,Saratov oblast,Ukraine,,2,2,,,{},,,,,,,,,,
